AGE 16-64,,Jan 2004-Dec 2004,,,,Jan 2005-Dec 2005,,,,Jan 2006-Dec 2006,,,,Jan 2007-Dec 2007,,,,Jan 2008-Dec 2008,,,,Jan 2009-Dec 2009,,,,Jan 2010-Dec 2010,,,,Jan 2011-Dec 2011,,,,Jan 2012-Dec 2012,,,,Jan 2013-Dec 2013,,,,Jan 2014-Dec 2014,,,,Jan 2015-Dec 2015,,,,Jan 2016-Dec 2016,,,,Jan 2017-Dec 2017,,,,Jan 2018-Dec 2018,,,,Jan 2019-Dec 2019,,,
Code,Area,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf,numerator,denominator,percent,conf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000003,Yorkshire and The Humber,"2,327,800","3,226,200",72.2,0.6,"2,363,300","3,269,000",72.3,0.6,"2,368,000","3,295,400",71.9,0.7,"2,368,900","3,321,200",71.3,0.7,"2,374,700","3,344,900",71.0,0.7,"2,309,200","3,353,800",68.9,0.7,"2,305,500","3,366,600",68.5,0.7,"2,285,600","3,379,600",67.6,0.7,"2,321,500","3,371,400",68.9,0.7,"2,346,300","3,365,700",69.7,0.7,"2,371,400","3,361,300",70.5,0.7,"2,441,400","3,369,900",72.4,0.7,"2,444,500","3,374,500",72.4,0.7,"2,478,800","3,377,600",73.4,0.7,"2,486,900","3,380,400",73.6,0.8,"2,492,500","3,379,800",73.7,0.8
E12000004,East Midlands,"2,015,400","2,742,100",73.5,0.5,"2,049,200","2,774,200",73.9,0.6,"2,087,200","2,808,000",74.3,0.8,"2,091,300","2,836,900",73.7,0.8,"2,103,400","2,856,200",73.6,0.8,"2,069,500","2,866,800",72.2,0.9,"2,040,700","2,881,600",70.8,0.9,"2,046,300","2,891,500",70.8,0.9,"2,059,000","2,884,600",71.4,0.9,"2,064,100","2,885,000",71.5,0.9,"2,129,300","2,895,400",73.5,0.9,"2,145,600","2,908,700",73.8,0.9,"2,175,900","2,913,800",74.7,0.9,"2,162,600","2,919,300",74.1,0.9,"2,194,800","2,939,500",74.7,0.9,"2,264,000","2,942,600",76.9,0.9
E12000005,West Midlands,"2,417,500","3,377,000",71.6,0.5,"2,437,700","3,404,900",71.6,0.6,"2,449,100","3,436,200",71.3,0.7,"2,449,300","3,463,800",70.7,0.7,"2,442,000","3,488,800",70.0,0.7,"2,386,200","3,496,600",68.2,0.7,"2,373,100","3,511,700",67.6,0.7,"2,372,100","3,531,900",67.2,0.8,"2,406,700","3,528,000",68.2,0.7,"2,438,400","3,531,300",69.0,0.8,"2,477,100","3,540,000",70.0,0.8,"2,508,600","3,553,500",70.6,0.8,"2,533,900","3,563,900",71.1,0.8,"2,584,400","3,571,700",72.4,0.8,"2,640,900","3,601,900",73.3,0.8,"2,668,700","3,610,900",73.9,0.8
E12000006,East,"2,667,300","3,470,400",76.9,0.5,"2,680,100","3,514,000",76.3,0.5,"2,673,700","3,552,700",75.3,0.7,"2,699,200","3,586,100",75.3,0.7,"2,710,800","3,615,100",75.0,0.7,"2,696,200","3,632,100",74.2,0.7,"2,683,000","3,660,900",73.3,0.8,"2,716,200","3,685,500",73.7,0.8,"2,734,300","3,674,700",74.4,0.8,"2,769,700","3,679,300",75.3,0.8,"2,801,200","3,700,500",75.7,0.8,"2,878,600","3,721,700",77.3,0.8,"2,870,300","3,737,900",76.8,0.8,"2,919,800","3,754,600",77.8,0.8,"2,932,300","3,759,800",78.0,0.8,"2,939,000","3,771,700",77.9,0.8
E12000007,London,"3,433,700","5,039,000",68.1,0.7,"3,476,500","5,112,400",68.0,0.7,"3,528,500","5,183,500",68.1,0.7,"3,608,400","5,262,000",68.6,0.7,"3,699,400","5,351,500",69.1,0.7,"3,695,600","5,443,400",67.9,0.7,"3,719,200","5,524,000",67.3,0.7,"3,787,900","5,630,500",67.3,0.7,"3,867,000","5,669,600",68.2,0.7,"3,978,000","5,722,000",69.5,0.7,"4,128,300","5,788,300",71.3,0.7,"4,281,900","5,872,700",72.9,0.7,"4,410,600","5,982,700",73.7,0.7,"4,481,200","6,056,900",74.0,0.7,"4,475,000","6,024,100",74.3,0.7,"4,521,400","6,069,200",74.5,0.7
E12000008,South East,"3,971,900","5,144,200",77.2,0.4,"4,027,300","5,204,200",77.4,0.4,"4,040,800","5,262,300",76.8,0.5,"4,080,900","5,317,500",76.7,0.5,"4,104,300","5,358,600",76.6,0.5,"4,045,500","5,383,700",75.1,0.6,"4,045,000","5,423,300",74.6,0.6,"4,045,200","5,448,600",74.2,0.6,"4,064,900","5,440,200",74.7,0.6,"4,105,600","5,447,700",75.4,0.6,"4,146,900","5,470,900",75.8,0.6,"4,221,900","5,499,200",76.8,0.6,"4,288,300","5,524,200",77.6,0.6,"4,371,000","5,547,000",78.8,0.6,"4,335,900","5,559,000",78.0,0.6,"4,429,100","5,574,000",79.5,0.6
E12000009,South West,"2,369,200","3,124,200",75.8,0.5,"2,397,900","3,168,100",75.7,0.5,"2,427,500","3,199,900",75.9,0.7,"2,464,600","3,238,500",76.1,0.7,"2,477,700","3,253,400",76.2,0.7,"2,420,500","3,255,000",74.4,0.7,"2,409,100","3,266,900",73.7,0.7,"2,415,000","3,279,500",73.6,0.7,"2,411,100","3,270,400",73.7,0.7,"2,444,800","3,272,500",74.7,0.7,"2,493,400","3,280,900",76.0,0.7,"2,550,600","3,298,300",77.3,0.7,"2,540,700","3,303,600",76.9,0.7,"2,603,000","3,310,200",78.6,0.7,"2,616,600","3,324,200",78.7,0.7,"2,638,000","3,331,000",79.2,0.7
W92000004,Wales,"1,286,800","1,858,000",69.3,0.5,"1,294,300","1,870,600",69.2,0.6,"1,305,500","1,885,500",69.2,0.6,"1,316,900","1,903,200",69.2,0.6,"1,316,300","1,916,300",68.7,0.6,"1,282,900","1,922,000",66.7,0.6,"1,280,500","1,924,800",66.5,0.6,"1,287,400","1,928,500",66.8,0.6,"1,291,900","1,918,800",67.3,0.6,"1,318,300","1,913,700",68.9,0.6,"1,326,800","1,909,100",69.5,0.6,"1,339,300","1,905,900",70.3,0.6,"1,354,700","1,902,700",71.2,0.7,"1,373,900","1,898,900",72.4,0.6,"1,397,700","1,911,300",73.1,0.7,"1,397,400","1,909,500",73.2,0.7
S92000003,Scotland,"2,388,800","3,289,200",72.6,0.5,"2,415,500","3,310,500",73.0,0.5,"2,456,300","3,331,100",73.7,0.5,"2,481,900","3,359,300",73.9,0.5,"2,485,000","3,378,600",73.6,0.5,"2,443,000","3,394,000",72.0,0.5,"2,422,900","3,411,800",71.0,0.5,"2,420,200","3,434,100",70.5,0.6,"2,412,400","3,420,100",70.5,0.6,"2,418,800","3,416,300",70.8,0.6,"2,478,000","3,414,600",72.6,0.6,"2,502,400","3,424,100",73.1,0.6,"2,491,600","3,414,300",73.0,0.6,"2,533,400","3,411,600",74.3,0.6,"2,549,800","3,442,700",74.1,0.6,"2,574,800","3,442,200",74.8,0.6
N92000002,Northern Ireland,"720,300","1,091,500",66.0,1.3,"741,000","1,105,000",67.1,1.3,"749,400","1,119,000",67.0,1.3,"777,500","1,133,900",68.6,1.3,"779,100","1,145,300",68.0,1.3,"750,500","1,152,000",65.1,1.4,"761,400","1,157,000",65.8,1.4,"777,600","1,159,700",67.0,1.4,"777,000","1,160,700",66.9,1.4,"777,600","1,159,900",67.0,1.4,"786,300","1,162,800",67.6,1.5,"797,800","1,166,600",68.4,1.5,"810,000","1,169,300",69.3,1.4,"807,800","1,171,200",69.0,1.4,"816,900","1,167,700",70.0,1.3,"839,400","1,167,600",71.9,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92000001,England,"23,382,200","32,101,000",72.8,0.2,"23,654,800","32,467,100",72.9,0.2,"23,830,300","32,804,200",72.6,0.2,"24,051,400","33,134,000",72.6,0.2,"24,155,300","33,404,300",72.3,0.2,"23,782,900","33,583,700",70.8,0.2,"23,781,200","33,808,900",70.3,0.2,"23,839,200","34,036,700",70.0,0.2,"24,054,700","33,997,400",70.8,0.2,"24,332,600","34,043,300",71.5,0.2,"24,779,100","34,166,400",72.5,0.2,"25,365,500","34,359,300",73.8,0.2,"25,631,600","34,529,500",74.2,0.2,"26,035,400","34,663,800",75.1,0.2,"26,169,200","34,728,600",75.4,0.2,"26,454,800","34,811,200",76.0,0.2
K04000001,England and Wales,"24,669,000","33,959,000",72.6,0.2,"24,949,100","34,337,700",72.7,0.2,"25,135,800","34,689,800",72.5,0.2,"25,368,300","35,037,200",72.4,0.2,"25,471,700","35,320,600",72.1,0.2,"25,065,800","35,505,700",70.6,0.2,"25,061,700","35,733,600",70.1,0.2,"25,126,600","35,965,300",69.9,0.2,"25,346,600","35,916,100",70.6,0.2,"25,650,900","35,957,000",71.3,0.2,"26,105,900","36,075,500",72.4,0.2,"26,704,800","36,265,200",73.6,0.2,"26,986,300","36,432,200",74.1,0.2,"27,409,300","36,562,700",75.0,0.2,"27,566,800","36,639,900",75.2,0.2,"27,852,200","36,720,700",75.8,0.2
K03000001,Great Britain,"27,057,800","37,248,300",72.6,0.2,"27,364,600","37,648,300",72.7,0.2,"27,592,100","38,020,900",72.6,0.2,"27,850,200","38,396,500",72.5,0.2,"27,956,600","38,699,200",72.2,0.2,"27,508,700","38,899,700",70.7,0.2,"27,484,600","39,145,400",70.2,0.2,"27,546,800","39,399,400",69.9,0.2,"27,759,000","39,336,200",70.6,0.2,"28,069,800","39,373,300",71.3,0.2,"28,583,900","39,490,100",72.4,0.2,"29,207,200","39,689,300",73.6,0.2,"29,477,900","39,846,400",74.0,0.2,"29,942,700","39,974,300",74.9,0.2,"30,116,600","40,082,600",75.1,0.2,"30,427,000","40,162,900",75.8,0.2
K02000001,United Kingdom,"27,778,100","38,339,800",72.5,0.2,"28,105,600","38,753,300",72.5,0.2,"28,341,500","39,139,900",72.4,0.2,"28,627,800","39,530,400",72.4,0.2,"28,735,700","39,844,500",72.1,0.2,"28,259,200","40,051,700",70.6,0.2,"28,246,000","40,302,400",70.1,0.2,"28,324,400","40,559,100",69.8,0.2,"28,536,000","40,496,800",70.5,0.2,"28,847,400","40,533,200",71.2,0.2,"29,370,200","40,652,900",72.2,0.2,"30,005,000","40,855,900",73.4,0.2,"30,287,900","41,015,700",73.8,0.2,"30,750,500","41,145,500",74.7,0.2,"30,933,500","41,250,300",75.0,0.2,"31,266,400","41,330,500",75.6,0.2
